ColorWord,FontColor,StimType,.thisRepN,.thisTrialN,.thisN,.thisIndex,Block,Instruction,CorAns,
red,blue,4,0,20,20,20,8,atypical,d,
green,green,10,0,21,21,21,8,atypical,j,
blue,green,9,0,22,22,22,8,atypical,f,
green,red,2,0,23,23,23,8,atypical,j,
red,green,8,0,24,24,24,8,atypical,d,
blue,yellow,13,0,25,25,25,8,atypical,f,
yellow,green,11,0,26,26,26,8,atypical,k,
green,red,2,0,27,27,27,8,atypical,j,
red,yellow,12,0,28,28,28,8,atypical,d,
red,red,0,0,29,29,29,8,atypical,d,
green,green,10,0,30,30,30,8,atypical,j,
green,yellow,14,0,31,31,31,8,atypical,j,
yellow,green,11,0,32,32,32,8,atypical,k,
green,red,2,0,33,33,33,8,atypical,j,
blue,yellow,13,0,34,34,34,8,atypical,f,
yellow,blue,7,0,35,35,35,8,atypical,k,
red,yellow,12,0,36,36,36,8,atypical,d,
red,green,8,0,37,37,37,8,atypical,d,
yellow,yellow,15,0,38,38,38,8,atypical,k,
red,blue,4,0,39,39,39,8,atypical,d,
red,green,8,0,40,40,40,8,atypical,d,
red,red,0,0,41,41,41,8,atypical,d,
green,blue,6,0,42,42,42,8,atypical,j,
yellow,green,11,0,43,43,43,8,atypical,k,
blue,green,9,0,44,44,44,8,atypical,f,
blue,red,1,0,45,45,45,8,atypical,f,
yellow,yellow,15,0,46,46,46,8,atypical,k,
yellow,blue,7,0,47,47,47,8,atypical,k,
yellow,green,11,0,48,48,48,8,atypical,k,
green,blue,6,0,49,49,49,8,atypical,j,
green,red,2,0,50,50,50,8,atypical,j,
red,green,8,0,51,51,51,8,atypical,d,
blue,blue,5,0,52,52,52,8,atypical,f,
blue,yellow,13,0,53,53,53,8,atypical,f,
yellow,red,3,0,54,54,54,8,atypical,k,
red,yellow,12,0,55,55,55,8,atypical,d,
blue,blue,5,0,56,56,56,8,atypical,f,
green,yellow,14,0,57,57,57,8,atypical,j,
yellow,yellow,15,0,58,58,58,8,atypical,k,
blue,green,9,0,59,59,59,8,atypical,f,
red,red,0,0,60,60,60,8,atypical,d,
blue,red,1,0,61,61,61,8,atypical,f,
green,blue,6,0,62,62,62,8,atypical,j,
yellow,red,3,0,63,63,63,8,atypical,k,
green,green,10,0,64,64,64,8,atypical,j,
red,blue,4,0,65,65,65,8,atypical,d,
blue,red,1,0,66,66,66,8,atypical,f,
red,red,0,0,67,67,67,8,atypical,d,
yellow,blue,7,0,68,68,68,8,atypical,k,
blue,yellow,13,0,69,69,69,8,atypical,f,
yellow,red,3,0,70,70,70,8,atypical,k,
red,blue,4,0,71,71,71,8,atypical,d,
yellow,yellow,15,0,72,72,72,8,atypical,k,
green,green,10,0,73,73,73,8,atypical,j,
blue,blue,5,0,74,74,74,8,atypical,f,
yellow,blue,7,0,75,75,75,8,atypical,k,
green,yellow,14,0,76,76,76,8,atypical,j,
blue,blue,5,0,77,77,77,8,atypical,f,
yellow,green,11,0,78,78,78,8,atypical,k,
yellow,blue,7,0,79,79,79,8,atypical,k,
yellow,blue,7,0,0,0,0,9,typical,f,
blue,yellow,13,0,1,1,1,9,typical,k,
blue,red,1,0,2,2,2,9,typical,d,
blue,blue,5,0,3,3,3,9,typical,f,
green,yellow,14,0,4,4,4,9,typical,k,
yellow,green,11,0,5,5,5,9,typical,j,
red,blue,4,0,6,6,6,9,typical,f,
blue,yellow,13,0,7,7,7,9,typical,k,
yellow,red,3,0,8,8,8,9,typical,d,
blue,red,1,0,9,9,9,9,typical,d,
green,green,10,0,10,10,10,9,typical,j,
blue,blue,5,0,11,11,11,9,typical,f,
red,blue,4,0,12,12,12,9,typical,f,
yellow,red,3,0,13,13,13,9,typical,d,
green,yellow,14,0,14,14,14,9,typical,k,
red,yellow,12,0,15,15,15,9,typical,k,
blue,yellow,13,0,16,16,16,9,typical,k,
green,blue,6,0,17,17,17,9,typical,f,
red,green,8,0,18,18,18,9,typical,j,
yellow,green,11,0,19,19,19,9,typical,j,
green,green,10,0,20,20,20,9,typical,j,
green,yellow,14,0,21,21,21,9,typical,k,
red,blue,4,0,22,22,22,9,typical,f,
yellow,yellow,15,0,23,23,23,9,typical,k,
blue,yellow,13,0,24,24,24,9,typical,k,
yellow,red,3,0,25,25,25,9,typical,d,
red,green,8,0,26,26,26,9,typical,j,
yellow,blue,7,0,27,27,27,9,typical,f,
blue,red,1,0,28,28,28,9,typical,d,
red,green,8,0,29,29,29,9,typical,j,
yellow,green,11,0,30,30,30,9,typical,j,
yellow,yellow,15,0,31,31,31,9,typical,k,
green,green,10,0,32,32,32,9,typical,j,
red,yellow,12,0,33,33,33,9,typical,k,
green,yellow,14,0,34,34,34,9,typical,k,
red,red,0,0,35,35,35,9,typical,d,
green,red,2,0,36,36,36,9,typical,d,
yellow,green,11,0,37,37,37,9,typical,j,
green,red,2,0,38,38,38,9,typical,d,
green,yellow,14,0,39,39,39,9,typical,k,
red,yellow,12,0,40,40,40,9,typical,k,
blue,red,1,0,41,41,41,9,typical,d,
yellow,yellow,15,0,42,42,42,9,typical,k,
blue,green,9,0,43,43,43,9,typical,j,
blue,blue,5,0,44,44,44,9,typical,f,
red,red,0,0,45,45,45,9,typical,d,
blue,blue,5,0,46,46,46,9,typical,f,
yellow,red,3,0,47,47,47,9,typical,d,
blue,blue,5,0,48,48,48,9,typical,f,
yellow,yellow,15,0,49,49,49,9,typical,k,
green,red,2,0,50,50,50,9,typical,d,
yellow,blue,7,0,51,51,51,9,typical,f,
yellow,red,3,0,52,52,52,9,typical,d,
red,red,0,0,53,53,53,9,typical,d,
green,blue,6,0,54,54,54,9,typical,f,
red,yellow,12,0,55,55,55,9,typical,k,
blue,red,1,0,56,56,56,9,typical,d,
yellow,blue,7,0,57,57,57,9,typical,f,
red,green,8,0,58,58,58,9,typical,j,
green,red,2,0,59,59,59,9,typical,d,
green,blue,6,0,60,60,60,9,typical,f,
yellow,blue,7,0,61,61,61,9,typical,f,
yellow,green,11,0,62,62,62,9,typical,j,
green,red,2,0,63,63,63,9,typical,d,
blue,green,9,0,64,64,64,9,typical,j,
green,green,10,0,65,65,65,9,typical,j,
blue,green,9,0,66,66,66,9,typical,j,
red,yellow,12,0,67,67,67,9,typical,k,
blue,green,9,0,68,68,68,9,typical,j,
red,blue,4,0,69,69,69,9,typical,f,
blue,yellow,13,0,70,70,70,9,typical,k,
blue,green,9,0,71,71,71,9,typical,j,
red,red,0,0,72,72,72,9,typical,d,
red,blue,4,0,73,73,73,9,typical,f,
red,green,8,0,74,74,74,9,typical,j,
yellow,yellow,15,0,75,75,75,9,typical,k,
green,blue,6,0,76,76,76,9,typical,f,
red,red,0,0,77,77,77,9,typical,d,
green,green,10,0,78,78,78,9,typical,j,
green,blue,6,0,79,79,79,9,typical,f,
blue,yellow,13,0,0,0,0,10,atypical,f,
green,blue,6,0,1,1,1,10,atypical,j,
red,yellow,12,0,2,2,2,10,atypical,d,
yellow,yellow,15,0,3,3,3,10,atypical,k,
yellow,green,11,0,4,4,4,10,atypical,k,
red,green,8,0,5,5,5,10,atypical,d,
blue,yellow,13,0,6,6,6,10,atypical,f,
red,yellow,12,0,7,7,7,10,atypical,d,
green,green,10,0,8,8,8,10,atypical,j,
yellow,blue,7,0,9,9,9,10,atypical,k,
blue,blue,5,0,10,10,10,10,atypical,f,
blue,red,1,0,11,11,11,10,atypical,f,
red,blue,4,0,12,12,12,10,atypical,d,
green,yellow,14,0,13,13,13,10,atypical,j,
green,red,2,0,14,14,14,10,atypical,j,
red,green,8,0,15,15,15,10,atypical,d,
blue,red,1,0,16,16,16,10,atypical,f,
green,red,2,0,17,17,17,10,atypical,j,
blue,green,9,0,18,18,18,10,atypical,f,
yellow,red,3,0,19,19,19,10,atypical,k,
blue,green,9,0,20,20,20,10,atypical,f,
green,green,10,0,21,21,21,10,atypical,j,
green,blue,6,0,22,22,22,10,atypical,j,
blue,yellow,13,0,23,23,23,10,atypical,f,
green,yellow,14,0,24,24,24,10,atypical,j,
red,red,0,0,25,25,25,10,atypical,d,
yellow,yellow,15,0,26,26,26,10,atypical,k,
red,green,8,0,27,27,27,10,atypical,d,
yellow,yellow,15,0,28,28,28,10,atypical,k,
red,green,8,0,29,29,29,10,atypical,d,
red,blue,4,0,30,30,30,10,atypical,d,
blue,blue,5,0,31,31,31,10,atypical,f,
yellow,green,11,0,32,32,32,10,atypical,k,
yellow,blue,7,0,33,33,33,10,atypical,k,
yellow,red,3,0,34,34,34,10,atypical,k,
red,green,8,0,35,35,35,10,atypical,d,
green,red,2,0,36,36,36,10,atypical,j,
red,yellow,12,0,37,37,37,10,atypical,d,
blue,green,9,0,38,38,38,10,atypical,f,
green,yellow,14,0,39,39,39,10,atypical,j,
yellow,blue,7,0,40,40,40,10,atypical,k,
red,yellow,12,0,41,41,41,10,atypical,d,
red,red,0,0,42,42,42,10,atypical,d,
green,yellow,14,0,43,43,43,10,atypical,j,
blue,red,1,0,44,44,44,10,atypical,f,
red,blue,4,0,45,45,45,10,atypical,d,
green,green,10,0,46,46,46,10,atypical,j,
green,blue,6,0,47,47,47,10,atypical,j,
blue,yellow,13,0,48,48,48,10,atypical,f,
green,blue,6,0,49,49,49,10,atypical,j,
green,red,2,0,50,50,50,10,atypical,j,
blue,blue,5,0,51,51,51,10,atypical,f,
blue,yellow,13,0,52,52,52,10,atypical,f,
yellow,yellow,15,0,53,53,53,10,atypical,k,
yellow,green,11,0,54,54,54,10,atypical,k,
red,red,0,0,55,55,55,10,atypical,d,
yellow,green,11,0,56,56,56,10,atypical,k,
green,green,10,0,57,57,57,10,atypical,j,
red,red,0,0,58,58,58,10,atypical,d,
green,red,2,0,59,59,59,10,atypical,j,
blue,blue,5,0,60,60,60,10,atypical,f,
green,yellow,14,0,61,61,61,10,atypical,j,
yellow,red,3,0,62,62,62,10,atypical,k,
red,red,0,0,63,63,63,10,atypical,d,
blue,blue,5,0,64,64,64,10,atypical,f,
blue,red,1,0,65,65,65,10,atypical,f,
green,green,10,0,66,66,66,10,atypical,j,
green,blue,6,0,67,67,67,10,atypical,j,
red,blue,4,0,68,68,68,10,atypical,d,
yellow,green,11,0,69,69,69,10,atypical,k,
red,blue,4,0,70,70,70,10,atypical,d,
yellow,red,3,0,71,71,71,10,atypical,k,
blue,green,9,0,72,72,72,10,atypical,f,
yellow,blue,7,0,73,73,73,10,atypical,k,
blue,green,9,0,74,74,74,10,atypical,f,
red,yellow,12,0,75,75,75,10,atypical,d,
yellow,blue,7,0,76,76,76,10,atypical,k,
yellow,red,3,0,77,77,77,10,atypical,k,
yellow,yellow,15,0,78,78,78,10,atypical,k,
blue,red,1,0,79,79,79,10,atypical,f,
